ID,Gender,18to24,25to34,35to44,45to54,55to64,more64,leftbefore16,left16,left17,left18,somecollege,professional,university,masters,doctorate,USA,NewZealand,OtherC,Australia,Ireland,Canada,UK,Black,Asian,White,WhiteBlack,OtherE,WhiteAsian,BlackAsian,Neuroticism,Extraversion,Openness,Agreeableness,Conscientiousness,Impulsiveness,Sensation seeking,Alcohol,Amphetamines ,Amyl nitrite,Benzodiazepine,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal highs,Lysergic acid diethylamide,Methadone,Magic mushrooms,Nicotine,Fictitious drug Semeron,Volatile substance abuse
953,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,41,48,41,40,8,8,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0
954,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,46,33,46,41,29,5,8,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
955,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,49,34,44,42,36,2,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
956,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,53,36,46,33,20,8,9,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
957,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,25,36,42,44,45,2,3,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
958,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,38,47,51,50,2,2,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0
959,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,33,50,46,35,54,3,8,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
960,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,36,41,55,50,37,5,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
961,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,35,35,51,55,39,3,5,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0
962,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,39,46,53,45,40,8,10,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0
963,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,32,42,57,48,33,6,7,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0
964,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,42,26,46,44,42,4,9,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
965,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,27,48,43,48,44,3,7,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0
966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,25,40,51,46,40,4,7,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0
967,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,47,46,45,45,4,9,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1
968,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,30,42,50,50,44,2,4,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0
969,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,33,41,57,52,39,7,9,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1
970,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,22,48,53,33,48,3,8,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0
971,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,20,48,50,50,47,5,6,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0
972,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,38,40,45,39,38,6,8,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0
973,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40,28,50,36,48,3,7,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0
974,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,50,31,38,44,38,2,7,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0
975,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,20,53,54,52,46,2,10,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0
976,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,48,40,53,35,36,5,10,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
977,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,18,40,50,48,47,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,30,47,51,47,42,3,4,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0
979,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,30,49,37,53,39,7,9,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0
980,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,48,32,43,42,47,2,5,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,42,41,51,39,40,2,3,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0
982,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,40,39,47,38,45,3,6,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1
983,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,46,47,38,37,34,6,9,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1
984,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,42,39,57,31,49,5,9,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1
985,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,34,39,54,49,41,6,10,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1
986,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,34,42,54,40,35,5,9,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0
987,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,43,34,41,40,44,6,6,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0
988,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,52,44,49,34,25,7,9,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0
989,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,46,29,49,43,35,2,6,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0
990,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28,40,47,36,40,7,9,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1
991,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,52,36,56,44,39,6,9,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
992,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,39,51,48,38,28,8,10,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0
993,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,28,42,50,44,42,3,5,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
994,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,25,45,55,56,49,3,7,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0
995,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,41,45,51,49,36,5,9,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,28,38,44,37,41,5,8,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0
997,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,28,46,43,46,47,6,8,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1
998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,47,38,52,39,48,3,6,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0
999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,26,45,44,42,48,3,4,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0
1000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,29,43,45,44,51,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
1001,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,48,32,44,42,37,7,8,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
1002,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,35,46,37,27,35,7,10,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0
1003,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,32,41,47,46,47,1,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1004,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,55,27,44,33,44,1,4,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0
1005,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,53,23,38,40,17,3,2,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1
1006,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,44,29,33,43,29,7,9,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1
1007,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,53,33,52,44,35,2,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1008,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,35,41,56,49,42,4,7,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0
1009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,42,31,42,40,33,3,5,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1
1010,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,48,46,49,41,40,5,7,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0
1011,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,29,40,46,43,45,0,4,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1012,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,30,49,57,51,36,4,10,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0
1013,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,53,31,49,38,31,4,2,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
1014,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,42,42,47,44,41,4,8,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0
1015,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28,53,52,46,37,8,10,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1016,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,25,44,59,48,50,1,6,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0
1017,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,18,55,57,44,52,4,8,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1018,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,39,20,40,32,22,6,6,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1019,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,32,31,39,46,49,2,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
1020,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,38,50,48,33,42,3,8,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0
1021,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,45,30,36,40,36,4,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0
1022,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,37,33,53,30,47,3,4,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1
1023,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,55,19,38,40,23,2,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1024,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,49,39,56,37,39,3,6,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0
1025,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,29,38,53,36,23,7,8,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0
1026,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,39,32,49,47,37,6,6,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1
1027,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,25,33,41,41,39,3,4,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
1028,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,37,42,49,37,42,4,7,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1
1029,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,42,42,43,43,46,7,9,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,32,45,50,47,50,3,10,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1
1031,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,41,33,40,36,39,3,7,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1
1032,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,29,42,50,50,42,4,8,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
1033,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,38,30,45,36,31,7,7,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0
1034,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,38,35,47,39,40,4,7,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0
1035,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,48,36,49,39,34,5,10,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0
1036,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,41,43,57,43,38,5,8,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0
1037,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,41,45,52,42,40,7,9,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
1038,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,19,43,50,47,47,1,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0
1039,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,48,29,46,58,36,3,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
1040,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,38,34,51,56,49,5,9,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1
1041,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,43,39,50,38,45,2,6,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1
1042,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,42,39,32,42,34,6,7,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1043,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,38,24,31,34,31,8,8,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1044,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,46,36,47,49,38,6,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0
1045,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,45,37,36,48,37,1,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1046,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,43,48,55,49,35,7,9,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0
1047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,49,48,57,26,32,7,9,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0
1048,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,48,31,49,43,44,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0
1049,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,55,49,38,46,6,10,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
1050,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,25,44,46,45,38,3,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1051,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,46,43,55,53,37,6,8,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1
1052,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,22,39,51,30,44,4,9,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
1053,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,29,37,39,41,40,3,5,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1
1054,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,48,36,35,30,26,7,10,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0
1055,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,36,49,41,39,3,5,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0
1056,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,28,48,56,39,46,4,7,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1
1057,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,38,39,51,47,51,1,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0
1058,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,39,31,38,31,31,4,7,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0
1059,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,43,32,37,40,39,5,7,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
1060,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,30,39,51,49,40,2,7,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0
1061,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,30,40,56,47,48,1,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1062,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,33,44,36,44,47,7,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1063,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,48,52,56,42,38,7,9,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
1064,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,21,39,52,33,45,3,6,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1
1065,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,29,44,56,47,46,3,9,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0
1066,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13,43,54,50,33,6,8,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0
1067,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,48,35,50,45,52,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1068,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,30,35,29,41,40,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1069,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,46,46,43,35,6,6,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1070,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,40,53,55,54,1,5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1071,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,35,30,43,42,50,3,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
